institution_id,account_id,transaction_id,amount,date,pending,merchant_name,name,category,transaction_type,payment_channel,pending_transaction_id
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,r3njq19oNmtyGEPGa4jMIgyXQgwByzs7ev3Dl,4.33,14/08/2025,FALSE,Starbucks,Starbucks,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,z7XnJV91oDFzMbJMZvV4snzK9nVDzjCl5G4gl,89.4,13/08/2025,FALSE,FUN,SparkFun,,place,in store,
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,DMDxo6VGydFXEWvEN3eRflyoLla8yGF358KZ7,-4.22,12/08/2025,FALSE,,INTRST PYMNT,,special,other,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,4K5M6DGdyJuG5p65PkZqszkgqE9w38FJQxj4g,500,02/08/2025,FALSE,United Airlines,United Airlines,,special,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,BQbrwA9Wy3IALz6LaJM5sMAgbM9QAEF4bGDLz,6.33,31/07/2025,FALSE,Uber,Uber 072515 SF**POOL**,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,NGDAq6gyartnwWLwpMxmt4oqakm1xLFy41PkW,500,28/07/2025,FALSE,,Tectra Inc,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,7BD8PmlNy9S5vXPvqbgWTxzJAa51peidoG7rM,2078.5,27/07/2025,FALSE,,AUTOMATIC PAYMENT - THANK,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,jAnwpNP6r8td9yx9qkeJSWnVeGq5bzu6V3rlv,500,27/07/2025,FALSE,KFC,KFC,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,PqDmr6oANBfebldbgZa8SPb9avGywWcoP4pVo,500,27/07/2025,FALSE,,Madison Bicycle Shop,,place,in store,
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,VxDlp6rmkNHwyApyX7e9sM9qKMwR9lF9BJ3DD,25,18/07/2025,FALSE,,CREDIT CARD 3333 PAYMENT *//,,special,other,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,3qAQPodxk9fGNdaNxPXWsEAkJE6RAVSZDad8M,5.4,18/07/2025,FALSE,Uber,Uber 063015 SF**POOL**,,special,online,
ins_109508,MADEl6oVdKtk9W49Lo3xsa9JLEjRwBULXe84K,5rmL7R6ay9hJR7MRL5nKfB9VRAJ5xbu51Dqa5,5850,17/07/2025,FALSE,,ACH Electronic CreditGUSTO PAY 123456,,special,online,
ins_109508,QKD9z6mAP3ugeqEeWZvyTjBa1y4n9LfwP3WG8,WdDKJVzAqPTJkxDkLqQ3f1WPK1J6WGH6kGJxq,1000,17/07/2025,FALSE,,CD DEPOSIT .INITIAL.,,special,other,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,eoWb631DemtnG5MGWQJKtXv4brNLaWir4woeV,78.5,16/07/2025,FALSE,,Touchstone Climbing,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,xPnExy5mkQHxXVMXelJAHDKZnDyvK6C63EdAA,-500,16/07/2025,FALSE,United Airlines,United Airlines,,special,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,dp6GgB897mTEko5krdnqTPrBGPq7rouJj3L6G,12,15/07/2025,FALSE,McDonald's,McDonald's,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,aMbokK9GNmFlKAEKLZWjfWlkdWPglDCZB9Aeo,4.33,15/07/2025,FALSE,Starbucks,Starbucks,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,4K5M6DGdyJuG5p65PkZqszkXEzKokvuJQxj3m,89.4,14/07/2025,FALSE,FUN,SparkFun,,place,in store,
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,wNmg3wJ1Q8sxGoMG7w14HnmapnGLmgCPb6BQM,-4.22,13/07/2025,FALSE,,INTRST PYMNT,,special,other,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,QKD9z6mAP3ugeqEeWZvyTjB5l3EznJCw5dqRz,500,03/07/2025,FALSE,United Airlines,United Airlines,,special,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,NGDAq6gyartnwWLwpMxmt4oXk4nWopcy41P7a,6.33,01/07/2025,FALSE,Uber,Uber 072515 SF**POOL**,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,ZNWdb6eAzmsEk4akbWvMTgVB5dloAWHe6jd9P,500,28/06/2025,FALSE,,Tectra Inc,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,LWDgM6owxqtZbnNb14BvTdbGra34MEukXJVdd,2078.5,27/06/2025,FALSE,,AUTOMATIC PAYMENT - THANK,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,1GEPJ5mB79tl7eM7DmLnfr5Q3AlMGaCp8wAEV,500,27/06/2025,FALSE,KFC,KFC,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,MADEl6oVdKtk9W49Lo3xsa91AybkRmuLJodGm,500,27/06/2025,FALSE,,Madison Bicycle Shop,,place,in store,
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,5rmL7R6ay9hJR7MRL5nKfB9jABPg9GC51Dq6j,25,18/06/2025,FALSE,,CREDIT CARD 3333 PAYMENT *//,,special,other,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,PqDmr6oANBfebldbgZa8SPbXvPKMbpuoP4pNV,5.4,18/06/2025,FALSE,Uber,Uber 063015 SF**POOL**,,special,online,
ins_109508,MADEl6oVdKtk9W49Lo3xsa9JLEjRwBULXe84K,J8D1k69WB7T8DPNDZErQU389d5o1xkIBDLVlQ,5850,17/06/2025,FALSE,,ACH Electronic CreditGUSTO PAY 123456,,special,online,
ins_109508,QKD9z6mAP3ugeqEeWZvyTjBa1y4n9LfwP3WG8,AeEq16pWyBfEKrpKdXJ8TyAXQyxqAWH9QvnMe,1000,17/06/2025,FALSE,,CD DEPOSIT .INITIAL.,,special,other,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,pznagZ9mkWhbEVMEx6ANu5blpyvAzXhpZxA8m,78.5,16/06/2025,FALSE,,Touchstone Climbing,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,jAnwpNP6r8td9yx9qkeJSWnjGWN1nAC6V3rGb,-500,16/06/2025,FALSE,United Airlines,United Airlines,,special,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,7BD8PmlNy9S5vXPvqbgWTxzXax4EzBCdoG71A,12,15/06/2025,FALSE,McDonald's,McDonald's,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,eoWb631DemtnG5MGWQJKtXvlrXkev5ir4woVq,4.33,15/06/2025,FALSE,Starbucks,Starbucks,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,QKD9z6mAP3ugeqEeWZvyTjBN3jrLBxcw5dqaq,89.4,14/06/2025,FALSE,FUN,SparkFun,,place,in store,
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,J8D1k69WB7T8DPNDZErQU38Q537a8pIBDLVnN,-4.22,13/06/2025,FALSE,,INTRST PYMNT,,special,other,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,ornxbQ9odwhLGEPG3DmMTNL8Xjvor9iod3WGx,500,03/06/2025,FALSE,United Airlines,United Airlines,,special,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,ZNWdb6eAzmsEk4akbWvMTgV9dgPQVzse6jdbZ,6.33,01/06/2025,FALSE,Uber,Uber 072515 SF**POOL**,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,g8Wvpdk6lmTGEnME9rAgsmyvAGjqbefExXvde,500,29/05/2025,FALSE,,Tectra Inc,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,WdDKJVzAqPTJkxDkLqQ3f1W7EKm4dXu6kGJqL,2078.5,28/05/2025,FALSE,,AUTOMATIC PAYMENT - THANK,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,E1Da7bvWlkFJkxokPQApfqZ1Ja7bwjc4qLp3W,500,28/05/2025,FALSE,KFC,KFC,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,83EW6AqPy9tZwJkwXo9aTvj9rbZxeXcWbykek,500,28/05/2025,FALSE,,Madison Bicycle Shop,,place,in store,
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,kGWJwPkoz8tG6Ek6Kwx7s4d394rMdEcLlbymg,25,19/05/2025,FALSE,,CREDIT CARD 3333 PAYMENT *//,,special,other,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,MADEl6oVdKtk9W49Lo3xsa94yaVB9pcLJod7n,5.4,19/05/2025,FALSE,Uber,Uber 063015 SF**POOL**,,special,online,
ins_109508,MADEl6oVdKtk9W49Lo3xsa9JLEjRwBULXe84K,kGWJwPkoz8tG6Ek6Kwx7s4dlB9KVx7FLlby4z,5850,18/05/2025,FALSE,,ACH Electronic CreditGUSTO PAY 123456,,special,online,
ins_109508,QKD9z6mAP3ugeqEeWZvyTjBa1y4n9LfwP3WG8,GpDjwAo6KNTaK91K7bljTrKG3rnxKAu654zwr,1000,18/05/2025,FALSE,,CD DEPOSIT .INITIAL.,,special,other,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,AeEq16pWyBfEKrpKdXJ8TyAeBQ9REgt9Qvneg,78.5,17/05/2025,FALSE,,Touchstone Climbing,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,1GEPJ5mB79tl7eM7DmLnfr56Arvq5Wup8wA3M,-500,17/05/2025,FALSE,United Airlines,United Airlines,,special,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,LWDgM6owxqtZbnNb14BvTdbeadZVbKtkXJVo1,12,16/05/2025,FALSE,McDonald's,McDonald's,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,pznagZ9mkWhbEVMEx6ANu5bqy581bVFpZxAka,4.33,16/05/2025,FALSE,Starbucks,Starbucks,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,ornxbQ9odwhLGEPG3DmMTNLPjNqaL6fod3Wrz,89.4,15/05/2025,FALSE,FUN,SparkFun,,place,in store,
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,llnq7jdoByhxGEbGvQdNH1aN41k7aMHpVvDMK,-4.22,14/05/2025,FALSE,,INTRST PYMNT,,special,other,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,GpDjwAo6KNTaK91K7bljTrKog3RzqXC654zjm,500,04/05/2025,FALSE,United Airlines,United Airlines,,special,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,g8Wvpdk6lmTGEnME9rAgsmy3GmMDynHExXvrQ,6.33,02/05/2025,FALSE,Uber,Uber 072515 SF**POOL**,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,nKnB4ew9x8uWGy9GkR4VIpdlmPk8D9fAjBLmv,500,29/04/2025,FALSE,,Tectra Inc,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,yjnAdy5RJ8SW9ER9v1nMIKkGlVvnWoH4zQ7ve,2078.5,28/04/2025,FALSE,,AUTOMATIC PAYMENT - THANK,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,mqnrJ7bw38fVEoxEzAa3cWak9GzqV8ugD5V3n,500,28/04/2025,FALSE,KFC,KFC,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,b1W8prgoPmFWGEkGPjA6Iz1XnldLVWFmXwMvd,500,28/04/2025,FALSE,,Madison Bicycle Shop,,place,in store,
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,qByNlM9o48SXWwPWd8JzfBX5EBlLX6Cgzq4Q4,25,19/04/2025,FALSE,,CREDIT CARD 3333 PAYMENT *//,,special,other,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,83EW6AqPy9tZwJkwXo9aTvj8bvgQjntWbykzj,5.4,19/04/2025,FALSE,Uber,Uber 063015 SF**POOL**,,special,online,
ins_109508,MADEl6oVdKtk9W49Lo3xsa9JLEjRwBULXe84K,llnq7jdoByhxGEbGvQdNH1aVX46npBupVvDKr,5850,18/04/2025,FALSE,,ACH Electronic CreditGUSTO PAY 123456,,special,online,
ins_109508,QKD9z6mAP3ugeqEeWZvyTjBa1y4n9LfwP3WG8,nKnB4ew9x8uWGy9GkR4VIpdXPpz4d6cAjBLDa,1000,18/04/2025,FALSE,,CD DEPOSIT .INITIAL.,,special,other,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,9xEGkDKjy9HRN75Nl9gpFk4xlpR1dqC4pmXJQ,78.5,17/04/2025,FALSE,,Touchstone Climbing,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,E1Da7bvWlkFJkxokPQApfqZlaq46ZWH4qLpVk,-500,17/04/2025,FALSE,United Airlines,United Airlines,,special,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,WdDKJVzAqPTJkxDkLqQ3f1WPK1J6WGH6kGJvE,12,16/04/2025,FALSE,McDonald's,McDonald's,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,AeEq16pWyBfEKrpKdXJ8TyAXQyxqAWH9Qvny5,4.33,16/04/2025,FALSE,Starbucks,Starbucks,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,GpDjwAo6KNTaK91K7bljTrKG3rnxKAu654z87,89.4,15/04/2025,FALSE,FUN,SparkFun,,place,in store,
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,KEDpR6ZW3lsvpjNpMezGFx4E6xrX4kCRxv45d,-4.22,14/04/2025,FALSE,,INTRST PYMNT,,special,other,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,v4npByAJe8SAE1JEjneZsWlEawjAeduqMD97R,500,04/04/2025,FALSE,United Airlines,United Airlines,,special,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,nKnB4ew9x8uWGy9GkR4VIpdXPpz4d6cAjBLE9,6.33,02/04/2025,FALSE,Uber,Uber 072515 SF**POOL**,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,RrDRB6oAjxh8QK4QJwNEU7QdJ43agbfagQm1A,500,30/03/2025,FALSE,,Tectra Inc,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,DMDxo6VGydFXEWvEN3eRflyVNLzxKXC358KpR,2078.5,29/03/2025,FALSE,,AUTOMATIC PAYMENT - THANK,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,XaWzo6BRKjIVbAJbBRZqcwrQBvMjpLubmRwlk,500,29/03/2025,FALSE,KFC,KFC,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,6zEoX5d4y9hXBb9B5n6vfeEn8wXMZki8BRVAP,500,29/03/2025,FALSE,,Madison Bicycle Shop,,place,in store,
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,r3njq19oNmtyGEPGa4jMIgyXQgwByzs7ev3GK,25,20/03/2025,FALSE,,CREDIT CARD 3333 PAYMENT *//,,special,other,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,b1W8prgoPmFWGEkGPjA6Iz1olzmy15umXwMzK,5.4,20/03/2025,FALSE,Uber,Uber 063015 SF**POOL**,,special,online,
ins_109508,MADEl6oVdKtk9W49Lo3xsa9JLEjRwBULXe84K,qByNlM9o48SXWwPWd8JzfBX14Edxyjugzq4eo,5850,19/03/2025,FALSE,,ACH Electronic CreditGUSTO PAY 123456,,special,online,
ins_109508,QKD9z6mAP3ugeqEeWZvyTjBa1y4n9LfwP3WG8,b1W8prgoPmFWGEkGPjA6Iz1olzmy15umXwMPM,1000,19/03/2025,FALSE,,CD DEPOSIT .INITIAL.,,special,other,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,VxDlp6rmkNHwyApyX7e9sM9LBKod7Wi9BJ3Ag,78.5,18/03/2025,FALSE,,Touchstone Climbing,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,mqnrJ7bw38fVEoxEzAa3cWalGWw4aoCgD5VPy,-500,18/03/2025,FALSE,United Airlines,United Airlines,,special,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,yjnAdy5RJ8SW9ER9v1nMIKkJVKB8k7s4zQ75R,12,17/03/2025,FALSE,McDonald's,McDonald's,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,9xEGkDKjy9HRN75Nl9gpFk4apkBQ4nT4pmXnp,4.33,17/03/2025,FALSE,Starbucks,Starbucks,,place,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,v4npByAJe8SAE1JEjneZsWlPwWyJl7CqMD9lD,89.4,16/03/2025,FALSE,FUN,SparkFun,,place,in store,
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,z7XnJV91oDFzMbJMZvV4snzK9nVDzjCl5G4jx,-4.22,15/03/2025,FALSE,,INTRST PYMNT,,special,other,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,wNmg3wJ1Q8sxGoMG7w14HnmZjp7lXvfPb6BdX,500,05/03/2025,FALSE,United Airlines,United Airlines,,special,in store,
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,RrDRB6oAjxh8QK4QJwNEU7QP478MQRcagQmJv,6.33,03/03/2025,FALSE,Uber,Uber 072515 SF**POOL**,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,5rmL7R6ay9hJR7MRL5nKfB9VRAJ5xbu51DqL1,500,28/02/2025,FALSE,,Tectra Inc,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,llnq7jdoByhxGEbGvQdNH1aVX46npBupVvDAy,2078.5,27/02/2025,FALSE,,AUTOMATIC PAYMENT - THANK,,special,online,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,kGWJwPkoz8tG6Ek6Kwx7s4dlB9KVx7FLlbyRV,500,27/02/2025,FALSE,KFC,KFC,,place,in store,
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,J8D1k69WB7T8DPNDZErQU389d5o1xkIBDLVNL,500,27/02/2025,FALSE,,Madison Bicycle Shop,,place,in store,
