account_id,user_id,name,type,mask,balances_current,balances_available,currency_code
CUST_0083,USR718bA,VISA 16 digit,Checking,1499,9135.64,9135.64,USD
CUST_0180,USR039xe,Diners Club / Carte Blanche,Checking,8524,7520.44,7520.44,USD
CUST_0028,USR409tI,JCB 15 digit,Checking,8414,3653.9,3653.9,USD
CUST_0140,USR203SY,JCB 15 digit,Savings,5570,7413.17,7413.17,USD
CUST_0038,USR341oA,Mastercard,Savings,0048,1082.72,1082.72,USD
CUST_0191,USR227Fh,JCB 15 digit,Checking,7646,6361.89,6361.89,USD
CUST_0001,USR862mI,Diners Club / Carte Blanche,Savings,9459,2240.32,2240.32,USD
CUST_0073,USR044jc,JCB 16 digit,Savings,9647,8411.49,8411.49,USD
CUST_0107,USR731ej,Mastercard,Checking,0189,1951.82,1951.82,USD
CUST_0058,USR697cK,VISA 19 digit,Checking,8149,9212.71,9212.71,USD
CUST_0043,USR386uY,VISA 13 digit,Checking,3507,9140.18,9140.18,USD
CUST_0145,USR038bf,Discover,Savings,9571,8462.28,8462.28,USD
CUST_0042,USR670IQ,JCB 15 digit,Savings,9606,9231.96,9231.96,USD
CUST_0046,USR734Ky,JCB 16 digit,Savings,3961,6528.25,6528.25,USD
CUST_0011,USR447Le,VISA 19 digit,Savings,3332,5719.76,5719.76,USD
CUST_0024,USR473xs,VISA 19 digit,Checking,1329,9267.13,9267.13,USD
CUST_0130,USR941fx,VISA 16 digit,Savings,0878,6926.52,6926.52,USD
CUST_0057,USR862HJ,Discover,Checking,6548,6087.29,6087.29,USD
CUST_0091,USR991Jl,JCB 16 digit,Savings,6844,8117.6,8117.6,USD
CUST_0030,USR826ue,American Express,Checking,8732,6164.98,6164.98,USD
CUST_0053,USR191wp,Mastercard,Checking,2136,691.75,691.75,USD
CUST_0027,USR129WO,VISA 13 digit,Savings,0791,5589.61,5589.61,USD
CUST_0063,USR846uB,VISA 13 digit,Savings,1738,2310.49,2310.49,USD
CUST_0132,USR979Cn,VISA 16 digit,Savings,6941,1515.91,1515.91,USD
CUST_0022,USR578wL,Maestro,Checking,0118,1660.01,1660.01,USD
CUST_0182,USR199zi,American Express,Savings,5789,3401.84,3401.84,USD
CUST_0188,USR660oX,VISA 13 digit,Checking,6302,2624.06,2624.06,USD
CUST_0154,USR090BD,VISA 13 digit,Checking,7581,816.84,816.84,USD
CUST_0122,USR046Dr,American Express,Savings,6134,249.57,249.57,USD
CUST_0096,USR105sr,Mastercard,Checking,1433,9829.84,9829.84,USD
CUST_0104,USR688fk,Discover,Savings,1602,7803.14,7803.14,USD
CUST_0076,USR734iV,Diners Club / Carte Blanche,Checking,9070,2440.51,2440.51,USD
CUST_0126,USR875AC,Diners Club / Carte Blanche,Savings,5116,7161.93,7161.93,USD
CUST_0194,USR873KQ,JCB 16 digit,Checking,2957,7836.28,7836.28,USD
CUST_0035,USR860lP,American Express,Checking,8979,4621.91,4621.91,USD
CUST_0033,USR126iR,VISA 19 digit,Savings,4559,2047.98,2047.98,USD
CUST_0195,USR131kA,VISA 19 digit,Savings,8346,4496.9,4496.9,USD
CUST_0115,USR103YQ,Diners Club / Carte Blanche,Checking,9221,796.3,796.3,USD
CUST_0002,USR630dm,JCB 16 digit,Savings,9791,5455.11,5455.11,USD
CUST_0112,USR794Mv,VISA 13 digit,Savings,8830,1016.77,1016.77,USD
CUST_0066,USR319gm,VISA 13 digit,Savings,4012,8632.49,8632.49,USD
CUST_0020,USR761yB,Discover,Savings,5588,3830.03,3830.03,USD
CUST_0077,USR043Vd,JCB 16 digit,Checking,2224,4549.82,4549.82,USD
CUST_0146,USR219Ad,Mastercard,Savings,9712,291.8,291.8,USD
CUST_0197,USR133Vd,VISA 13 digit,Checking,6472,4491.65,4491.65,USD
CUST_0198,USR323ZO,VISA 19 digit,Savings,4229,8462.26,8462.26,USD
CUST_0164,USR787YJ,Maestro,Savings,3768,8540.94,8540.94,USD
CUST_0121,USR311rW,Diners Club / Carte Blanche,Checking,3869,6642.55,6642.55,USD
CUST_0070,USR674VX,VISA 19 digit,Checking,7968,9609.59,9609.59,USD
CUST_0052,USR700FY,VISA 16 digit,Checking,5602,1061.94,1061.94,USD
CUST_0185,USR353nx,JCB 16 digit,Savings,0776,9235.02,9235.02,USD
CUST_0047,USR096GP,JCB 15 digit,Checking,8101,8634.53,8634.53,USD
CUST_0189,USR596kP,JCB 16 digit,Savings,0192,3598.4,3598.4,USD
CUST_0176,USR176Ne,Discover,Savings,5442,8419.84,8419.84,USD
CUST_0004,USR357je,Maestro,Savings,2326,523.6,523.6,USD
CUST_0103,USR766lI,JCB 16 digit,Checking,6502,2693.86,2693.86,USD
CUST_0005,USR840zQ,Mastercard,Savings,0739,3359.33,3359.33,USD
CUST_0007,USR867PD,American Express,Savings,9567,4259.82,4259.82,USD
CUST_0135,USR281NP,VISA 13 digit,Checking,2704,1475.35,1475.35,USD
CUST_0010,USR761Zs,Mastercard,Checking,6531,5341.49,5341.49,USD
CUST_0143,USR385Uw,VISA 16 digit,Checking,1182,4376.37,4376.37,USD
CUST_0036,USR374XH,American Express,Savings,9252,6578.76,6578.76,USD
CUST_0160,USR908lX,Maestro,Savings,7661,6250.16,6250.16,USD
CUST_0018,USR866Hi,JCB 16 digit,Checking,2090,9166.31,9166.31,USD
CUST_0184,USR271nw,Diners Club / Carte Blanche,Checking,4659,3846.02,3846.02,USD
CUST_0120,USR961dp,VISA 19 digit,Savings,2192,1866.93,1866.93,USD
CUST_0178,USR912Fg,Mastercard,Savings,3707,4409.19,4409.19,USD
CUST_0045,USR135ug,VISA 16 digit,Savings,5259,9898.56,9898.56,USD
CUST_0026,USR711Wu,Diners Club / Carte Blanche,Checking,7017,9435.72,9435.72,USD
CUST_0074,USR717DC,Maestro,Checking,9106,8341.95,8341.95,USD
CUST_0102,USR527rC,VISA 16 digit,Savings,9139,6254.98,6254.98,USD
CUST_0039,USR320iC,VISA 16 digit,Checking,5582,4665.11,4665.11,USD
CUST_0014,USR930AU,VISA 16 digit,Savings,5644,6890.97,6890.97,USD
CUST_0142,USR265Zz,VISA 13 digit,Savings,4314,7161.68,7161.68,USD
CUST_0123,USR612gM,Maestro,Checking,9576,3368.03,3368.03,USD
CUST_0114,USR122Lr,American Express,Savings,8040,7176.8,7176.8,USD
CUST_0034,USR210QW,JCB 16 digit,Checking,2117,7783.17,7783.17,USD
CUST_0111,USR070eC,VISA 16 digit,Savings,2434,5818.35,5818.35,USD
CUST_0092,USR473kU,Maestro,Checking,9266,9483.51,9483.51,USD
CUST_0093,USR253Or,Maestro,Savings,0157,2768.04,2768.04,USD
CUST_0183,USR075kD,VISA 16 digit,Savings,4049,1335.87,1335.87,USD
CUST_0090,USR321lz,VISA 16 digit,Savings,8173,1119.69,1119.69,USD
CUST_0108,USR659FY,Diners Club / Carte Blanche,Savings,0926,294.45,294.45,USD
CUST_0075,USR130Fl,VISA 19 digit,Savings,0427,1021.31,1021.31,USD
CUST_0187,USR085Dk,VISA 16 digit,Savings,3470,8124.9,8124.9,USD
CUST_0113,USR457Cu,Maestro,Savings,5082,6269.26,6269.26,USD
CUST_0196,USR851Hx,Maestro,Savings,3588,1774.95,1774.95,USD
CUST_0105,USR424iv,Maestro,Savings,0617,8463.04,8463.04,USD
CUST_0106,USR994ai,American Express,Checking,8522,1811.73,1811.73,USD
CUST_0086,USR497SP,JCB 16 digit,Savings,7568,1777.16,1777.16,USD
CUST_0127,USR851ZT,JCB 16 digit,Savings,6707,5244.65,5244.65,USD
CUST_0161,USR971rA,VISA 19 digit,Savings,1463,4030.16,4030.16,USD
CUST_0170,USR903Ge,JCB 15 digit,Savings,0432,527.95,527.95,USD
CUST_0167,USR692Tg,VISA 13 digit,Savings,6785,9730.96,9730.96,USD
CUST_0172,USR774wL,VISA 19 digit,Checking,6376,7744.43,7744.43,USD
CUST_0168,USR554rf,Maestro,Savings,0425,3040.78,3040.78,USD
CUST_0128,USR338eZ,VISA 16 digit,Savings,7496,5102.93,5102.93,USD
CUST_0068,USR374st,American Express,Savings,6140,6822.21,6822.21,USD
CUST_0012,USR672Ne,Diners Club / Carte Blanche,Savings,5168,8794.17,8794.17,USD
CUST_0056,USR623BO,VISA 19 digit,Checking,4795,6152.34,6152.34,USD
CUST_0186,USR309KU,Discover,Checking,1744,9681.15,9681.15,USD
CUST_0087,USR994WR,Diners Club / Carte Blanche,Checking,9040,4526.21,4526.21,USD
CUST_0025,USR066XB,JCB 16 digit,Savings,1796,3588.24,3588.24,USD
CUST_0016,USR311mZ,VISA 16 digit,Checking,4522,2170.22,2170.22,USD
CUST_0037,USR705xG,JCB 16 digit,Savings,3119,4960.29,4960.29,USD
CUST_0125,USR622lH,Diners Club / Carte Blanche,Checking,2772,7242.82,7242.82,USD
CUST_0099,USR925mI,JCB 15 digit,Checking,8972,1783.34,1783.34,USD
CUST_0013,USR033uF,VISA 19 digit,Savings,1515,8549.78,8549.78,USD
CUST_0060,USR651rD,VISA 16 digit,Checking,8994,1399.72,1399.72,USD
CUST_0173,USR538Wp,Diners Club / Carte Blanche,Savings,7482,6512.51,6512.51,USD
CUST_0081,USR125FV,Discover,Checking,7267,1759.02,1759.02,USD
CUST_0069,USR053TQ,American Express,Checking,2550,997.92,997.92,USD
CUST_0158,USR674tq,Discover,Savings,4423,6280.43,6280.43,USD
CUST_0009,USR897Bh,JCB 15 digit,Savings,2559,6642.29,6642.29,USD
CUST_0078,USR690ZM,JCB 16 digit,Checking,6913,3532.19,3532.19,USD
CUST_0055,USR016Za,Discover,Checking,8994,7399.44,7399.44,USD
CUST_0152,USR498ZX,American Express,Savings,1664,8165.38,8165.38,USD
CUST_0169,USR186AH,VISA 19 digit,Checking,7439,3420.73,3420.73,USD
CUST_0133,USR070IM,JCB 15 digit,Savings,7751,4687.92,4687.92,USD
CUST_0138,USR859gg,American Express,Savings,4021,971.16,971.16,USD
CUST_0144,USR728rH,Maestro,Savings,9951,8769.34,8769.34,USD
CUST_0049,USR110IC,JCB 15 digit,Checking,8770,1249.06,1249.06,USD
CUST_0098,USR334iT,JCB 16 digit,Savings,6744,8071.17,8071.17,USD
CUST_0054,USR201pk,Diners Club / Carte Blanche,Checking,5122,5867.44,5867.44,USD
CUST_0062,USR004kF,VISA 19 digit,Savings,9103,8793.33,8793.33,USD
CUST_0003,USR941tr,Diners Club / Carte Blanche,Savings,6251,9080.99,9080.99,USD
CUST_0019,USR009gR,VISA 16 digit,Checking,8959,1314.64,1314.64,USD
CUST_0051,USR785eX,Mastercard,Checking,4667,3253.39,3253.39,USD
CUST_0151,USR187Ue,JCB 16 digit,Savings,7620,2524.05,2524.05,USD
CUST_0131,USR705vg,JCB 15 digit,Checking,3201,5940.67,5940.67,USD
CUST_0095,USR983zt,Maestro,Savings,0624,4762.16,4762.16,USD
CUST_0082,USR924DO,JCB 15 digit,Checking,7673,4401.21,4401.21,USD
CUST_0179,USR354zX,American Express,Savings,1637,2162.74,2162.74,USD
CUST_0040,USR307Mz,VISA 16 digit,Checking,8590,5326.79,5326.79,USD
CUST_0177,USR849ho,VISA 16 digit,Checking,6174,638.71,638.71,USD
CUST_0085,USR105qg,American Express,Savings,2040,3084.39,3084.39,USD
CUST_0171,USR527It,VISA 19 digit,Checking,6928,2895.01,2895.01,USD
CUST_0137,USR440bP,VISA 16 digit,Checking,8502,9764.83,9764.83,USD
CUST_0032,USR593hB,JCB 15 digit,Checking,7964,7351.42,7351.42,USD
CUST_0089,USR093PT,JCB 15 digit,Savings,3076,9086.51,9086.51,USD
CUST_0015,USR857NF,Discover,Checking,3929,3506.32,3506.32,USD
CUST_0141,USR659Ix,VISA 16 digit,Checking,7741,9394.51,9394.51,USD
CUST_0029,USR959KR,VISA 19 digit,Checking,2179,7925.05,7925.05,USD
CUST_0080,USR845cO,VISA 16 digit,Checking,3500,369.6,369.6,USD
CUST_0174,USR740ub,American Express,Checking,7719,3801.88,3801.88,USD
CUST_0044,USR017Py,VISA 16 digit,Savings,6215,3145.19,3145.19,USD
CUST_0088,USR130yB,JCB 16 digit,Savings,9469,2779.14,2779.14,USD
CUST_0175,USR404DQ,Maestro,Savings,3280,3690.32,3690.32,USD
CUST_0124,USR324Nt,Discover,Savings,1332,8487.0,8487.0,USD
CUST_0061,USR087Xo,Discover,Checking,8081,2828.03,2828.03,USD
CUST_0200,USR454ZB,VISA 19 digit,Checking,8476,5182.47,5182.47,USD
CUST_0067,USR192Ja,VISA 13 digit,Savings,8538,219.48,219.48,USD
CUST_0149,USR645DB,Maestro,Checking,5828,1331.37,1331.37,USD
CUST_0006,USR327DS,VISA 19 digit,Checking,2776,4075.62,4075.62,USD
CUST_0059,USR221ye,JCB 15 digit,Checking,3231,2897.49,2897.49,USD
CUST_0181,USR411Rs,American Express,Savings,5230,6431.06,6431.06,USD
CUST_0118,USR660oK,VISA 19 digit,Savings,1550,4698.68,4698.68,USD
CUST_0101,USR717Zb,American Express,Savings,8335,108.32,108.32,USD
CUST_0097,USR020ju,JCB 15 digit,Savings,3651,1739.78,1739.78,USD
CUST_0157,USR373Tp,JCB 15 digit,Checking,3472,1242.22,1242.22,USD
CUST_0079,USR539Ke,JCB 16 digit,Savings,8295,509.23,509.23,USD
CUST_0139,USR497Ll,American Express,Savings,2148,3942.67,3942.67,USD
CUST_0166,USR412Fy,JCB 16 digit,Checking,3546,5996.68,5996.68,USD
CUST_0148,USR290ib,VISA 19 digit,Savings,0702,7002.76,7002.76,USD
CUST_0192,USR086Zg,VISA 16 digit,Savings,1460,1603.65,1603.65,USD
CUST_0084,USR876vu,Diners Club / Carte Blanche,Checking,1019,9766.91,9766.91,USD
CUST_0031,USR996vU,JCB 16 digit,Checking,5773,9376.13,9376.13,USD
CUST_0134,USR492nj,JCB 16 digit,Savings,3342,3920.76,3920.76,USD
CUST_0117,USR258AG,American Express,Checking,2162,8933.02,8933.02,USD
CUST_0153,USR688ST,VISA 19 digit,Checking,4030,1161.19,1161.19,USD
CUST_0119,USR754bF,VISA 16 digit,Checking,0320,4647.74,4647.74,USD
