transaction_id,account_id,category_id,date,merchant_name,description,amount,currency_code,payment_channel,pending
BGEXQGj66vIaQkRbJ4r4IMZjQzj3w4H4blgL6,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-09-12,FUN,SparkFun,89.4,USD,in store,False
QxwyKxq557CWG1k6ZnPnsjm5pVopZbfjomoXP,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-09-11,,INTRST PYMNT,-4.22,USD,other,False
BGEXQGj66vIaQkRbJ4r4IMZNdPJdVwCkyMyle,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-09-01,United Airlines,United Airlines,500.0,USD,in store,False
DbAXMbe554FNak1M3PrPilAVjgejJBtZeWeob,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-08-30,Uber,Uber 072515 SF**POOL**,6.33,USD,online,False
3j45qjRppLfxZl9qP868SENwj54jmdSWJlJL9,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-08-27,,Tectra Inc,500.0,USD,in store,False
agvDMgZ55PCLaBkgZ5R5IWwBqz5qjbIX454vz,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-08-26,,AUTOMATIC PAYMENT - THANK,2078.5,USD,online,False
dWvbpWL55NirpmM9dv7vCPJjRLMR5aFXNENq7,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-08-26,KFC,KFC,500.0,USD,in store,False
x41MP4j77RCeQ9g7lmBmhDredw3dgQCQw4wZx,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-08-26,,Madison Bicycle Shop,500.0,USD,in store,False
ZQXRNQ455psbJ5gZWnxnigGBeaLe8XCxLqLpm,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-08-17,,CREDIT CARD 3333 PAYMENT *//,25.0,USD,other,False
VPvJxP355wCXNJBk7nonsMZLJQkJ1bCDkgkVw,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-08-17,Uber,Uber 063015 SF**POOL**,5.4,USD,online,False
Wjvndjx55pfLel7mqdKdI1j783A8gDuBMZMW1,bkvn1kMJJwfPMmzJj171Sz6wZrjlrnCm6ydRB,,2025-08-16,,ACH Electronic CreditGUSTO PAY 123456,5850.0,USD,online,False
LKvXWKk55Qu1R3A64LpLHdjG6186p9u38j85X,G9vXp9M55Rf7kywpbeReIr6pabe3bgf67rQV8,,2025-08-16,,CD DEPOSIT .INITIAL.,1000.0,USD,other,False
47NmK7RooptPJBgKk8y8SzLgleRldnum5b5Kw,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-08-15,,Touchstone Climbing,78.5,USD,in store,False
waMZNaPjjxf76PzkwQDQInrZP4bPB6CQ9Z9px,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-08-15,United Airlines,United Airlines,-500.0,USD,in store,False
5eP8relggJuL1oyr5kWkIBlVZodZ7mu6VKVnM,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-08-14,McDonald's,McDonald's,12.0,USD,in store,False
JlvX8lp55QtZRvwAEMgMt3b9XDjXgBFnj6jyg,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-08-14,Starbucks,Starbucks,4.33,USD,in store,False
k93BG9lqqpfKb54oweleU4olmeGmjbfmE6Ejp,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-08-13,FUN,SparkFun,89.4,USD,in store,False
MrvXAr855RfLjyKXopgpIaG1XzxXgDUmx6xv6,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-08-12,,INTRST PYMNT,-4.22,USD,other,False
NzvXGzE55MCpgv3JMo8os4RqJ3ZJP6fVZ6Zzm,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-08-02,United Airlines,United Airlines,500.0,USD,in store,False
lvx3lvkKKJuv5LnVQ9k9I1KVqv5qZruMWoWqR,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-07-31,Uber,Uber 072515 SF**POOL**,6.33,USD,online,False
P3vVq3l55jFgrBAmZnLnTPQ9DZdD7VFKd6dnW,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-07-28,,Tectra Inc,500.0,USD,in store,False
eAlnoAp55yIWbxXDQo7osXM4Rm3RzjuxD9DX3,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-07-27,,AUTOMATIC PAYMENT - THANK,2078.5,USD,online,False
7Z7kBZKEELFqNaenb868UxKJZWrZjvFwQJQax,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-07-27,KFC,KFC,500.0,USD,in store,False
jyBzAyWllkSq3j6nkbRbUWRV49E4Q3IQ4W4jA,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-07-27,,Madison Bicycle Shop,500.0,USD,in store,False
1Nd8GNR11LiDPKVNmQjQfrZQVxjVe1CD7j7Rd,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-07-18,,CREDIT CARD 3333 PAYMENT *//,25.0,USD,other,False
qrPkBr3xxqfdqLG78N3NHBw1bmzbaquQWrWjy,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-07-18,Uber,Uber 063015 SF**POOL**,5.4,USD,online,False
AA8XeAPRR4IdgLbMXaQaHyPeD7wD54CBwrwWP,bkvn1kMJJwfPMmzJj171Sz6wZrjlrnCm6ydRB,,2025-07-17,,ACH Electronic CreditGUSTO PAY 123456,5850.0,USD,online,False
pKN4zKB33lux9nvm6RBRS5alJ6ZJd9tXgogdx,G9vXp9M55Rf7kywpbeReIr6pabe3bgf67rQV8,,2025-07-17,,CD DEPOSIT .INITIAL.,1000.0,USD,other,False
QxwyKxq557CWG1k6ZnPnsjm5pVopZbfjomonP,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-07-16,,Touchstone Climbing,78.5,USD,in store,False
KqvXEqo55yhMn8doe1A1sxwDo18oAWF58p89o,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-07-16,United Airlines,United Airlines,-500.0,USD,in store,False
rzkP3zxddKCaqp5647A7IgNExjex5qCGwJwA9,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-07-15,McDonald's,McDonald's,12.0,USD,in store,False
zPpL7PeQQACZo1A5vXmXtn3AqJ5qWoCeaNayN,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-07-15,Starbucks,Starbucks,4.33,USD,in store,False
BGEXQGj66vIaQkRbJ4r4IMZNdPJdVwCkyMypo,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-07-14,FUN,SparkFun,89.4,USD,in store,False
LKvXWKk55Qu1R3A64LpLHdjG6186p9u38j8MX,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-07-13,,INTRST PYMNT,-4.22,USD,other,False
ZQXRNQ455psbJ5gZWnxnigGBeaLe8XCxLqLvm,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-07-03,United Airlines,United Airlines,500.0,USD,in store,False
3j45qjRppLfxZl9qP868SENwj54jmdSWJlJjD,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-07-01,Uber,Uber 072515 SF**POOL**,6.33,USD,online,False
MrvXAr855RfLjyKXopgpIaG1XzxXgDUmx6x56,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-06-28,,Tectra Inc,500.0,USD,in store,False
pKN4zKB33lux9nvm6RBRS5alJ6ZJd9tXgogqx,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-06-27,,AUTOMATIC PAYMENT - THANK,2078.5,USD,online,False
LKvXWKk55Qu1R3A64LpLHdjG6186p9u38j8mX,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-06-27,KFC,KFC,500.0,USD,in store,False
1Nd8GNR11LiDPKVNmQjQfrZQVxjVe1CD7j7ad,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-06-27,,Madison Bicycle Shop,500.0,USD,in store,False
pKN4zKB33lux9nvm6RBRS5alJ6ZJd9tXgogGx,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-06-18,,CREDIT CARD 3333 PAYMENT *//,25.0,USD,other,False
x41MP4j77RCeQ9g7lmBmhDredw3dgQCQw4wzE,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-06-18,Uber,Uber 063015 SF**POOL**,5.4,USD,online,False
G9vXp9M55Rf7kywpbeReIr6o4Pa4ZVCZ9M9Wo,bkvn1kMJJwfPMmzJj171Sz6wZrjlrnCm6ydRB,,2025-06-17,,ACH Electronic CreditGUSTO PAY 123456,5850.0,USD,online,False
oq4arqzBBWh3Jda7DbAbTNx8z5dzpJfv9q9ml,G9vXp9M55Rf7kywpbeReIr6pabe3bgf67rQV8,,2025-06-17,,CD DEPOSIT .INITIAL.,1000.0,USD,other,False
oq4arqzBBWh3Jda7DbAbTNx8z5dzpJfv9q9Pl,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-06-16,,Touchstone Climbing,78.5,USD,in store,False
dWvbpWL55NirpmM9dv7vCPJjRLMR5aFXNENbW,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-06-16,United Airlines,United Airlines,-500.0,USD,in store,False
agvDMgZ55PCLaBkgZ5R5IWwBqz5qjbIX454Eq,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-06-15,McDonald's,McDonald's,12.0,USD,in store,False
47NmK7RooptPJBgKk8y8SzLgleRldnum5b5vo,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-06-15,Starbucks,Starbucks,4.33,USD,in store,False
NzvXGzE55MCpgv3JMo8os4RqJ3ZJP6fVZ6ZGG,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-06-14,FUN,SparkFun,89.4,USD,in store,False
oq4arqzBBWh3Jda7DbAbTNx8z5dzpJfv9q9Dl,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-06-13,,INTRST PYMNT,-4.22,USD,other,False
gnKq8ng55Nt91lm6rwDwTm7v5Po5dEIyD8DGb,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-06-03,United Airlines,United Airlines,500.0,USD,in store,False
P3vVq3l55jFgrBAmZnLnTPQ9DZdD7VFKd6dek,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-06-01,Uber,Uber 072515 SF**POOL**,6.33,USD,online,False
agvDMgZ55PCLaBkgZ5R5IWwBqz5qjbIX454vN,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-05-29,,Tectra Inc,500.0,USD,in store,False
P3vVq3l55jFgrBAmZnLnTPQ9DZdD7VFKd6dnd,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-05-28,,AUTOMATIC PAYMENT - THANK,2078.5,USD,online,False
NzvXGzE55MCpgv3JMo8os4RqJ3ZJP6fVZ6Zzj,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-05-28,KFC,KFC,500.0,USD,in store,False
47NmK7RooptPJBgKk8y8SzLgleRldnum5b5Kv,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-05-28,,Madison Bicycle Shop,500.0,USD,in store,False
gnKq8ng55Nt91lm6rwDwTm7v5Po5dEIyD8DBb,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-05-19,,CREDIT CARD 3333 PAYMENT *//,25.0,USD,other,False
jyBzAyWllkSq3j6nkbRbUWRV49E4Q3IQ4W474,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-05-19,Uber,Uber 063015 SF**POOL**,5.4,USD,online,False
nladKlrzzbtkBNE7Rbrbspvl1Ej1MBtJklk8M,bkvn1kMJJwfPMmzJj171Sz6wZrjlrnCm6ydRB,,2025-05-18,,ACH Electronic CreditGUSTO PAY 123456,5850.0,USD,online,False
gnKq8ng55Nt91lm6rwDwTm7v5Po5dEIyD8DJb,G9vXp9M55Rf7kywpbeReIr6pabe3bgf67rQV8,,2025-05-18,,CD DEPOSIT .INITIAL.,1000.0,USD,other,False
jyBzAyWllkSq3j6nkbRbUWRV49E4Q3IQ4W4jd,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-05-17,,Touchstone Climbing,78.5,USD,in store,False
7Z7kBZKEELFqNaenb868UxKJZWrZjvFwQJQ5P,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-05-17,United Airlines,United Airlines,-500.0,USD,in store,False
eAlnoAp55yIWbxXDQo7osXM4Rm3RzjuxD9DbG,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-05-16,McDonald's,McDonald's,12.0,USD,in store,False
QxwyKxq557CWG1k6ZnPnsjm5pVopZbfjomogn,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-05-16,Starbucks,Starbucks,4.33,USD,in store,False
ZQXRNQ455psbJ5gZWnxnigGBeaLe8XCxLqLEw,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-05-15,FUN,SparkFun,89.4,USD,in store,False
8MeX3MrkkvTXQjE5olylsvV9zAJzGlFNa3a6n,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-05-14,,INTRST PYMNT,-4.22,USD,other,False
7Z7kBZKEELFqNaenb868UxKJZWrZjvFwQJQaq,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-05-04,United Airlines,United Airlines,500.0,USD,in store,False
MrvXAr855RfLjyKXopgpIaG1XzxXgDUmx6xWb,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-05-02,Uber,Uber 072515 SF**POOL**,6.33,USD,online,False
eAlnoAp55yIWbxXDQo7osXM4Rm3RzjuxD9DXX,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-04-29,,Tectra Inc,500.0,USD,in store,False
MrvXAr855RfLjyKXopgpIaG1XzxXgDUmx6x5D,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-04-28,,AUTOMATIC PAYMENT - THANK,2078.5,USD,online,False
ZQXRNQ455psbJ5gZWnxnigGBeaLe8XCxLqLvn,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-04-28,KFC,KFC,500.0,USD,in store,False
QxwyKxq557CWG1k6ZnPnsjm5pVopZbfjomonL,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-04-28,,Madison Bicycle Shop,500.0,USD,in store,False
EmGX1mQ55nUPZdvMQjwjSqA1orBo9Vi6QxQ7B,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-04-19,,CREDIT CARD 3333 PAYMENT *//,25.0,USD,other,False
1Nd8GNR11LiDPKVNmQjQfrZQVxjVe1CD7j7kQ,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-04-19,Uber,Uber 063015 SF**POOL**,5.4,USD,online,False
bkvn1kMJJwfPMmzJj171Sz6XRKZRgDuBLbLGn,bkvn1kMJJwfPMmzJj171Sz6wZrjlrnCm6ydRB,,2025-04-18,,ACH Electronic CreditGUSTO PAY 123456,5850.0,USD,online,False
8MeX3MrkkvTXQjE5olylsvV9zAJzGlFNa3aBn,G9vXp9M55Rf7kywpbeReIr6pabe3bgf67rQV8,,2025-04-18,,CD DEPOSIT .INITIAL.,1000.0,USD,other,False
1Nd8GNR11LiDPKVNmQjQfrZQVxjVe1CD7j7a5,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-04-17,,Touchstone Climbing,78.5,USD,in store,False
LKvXWKk55Qu1R3A64LpLHdjG6186p9u38j8xP,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-04-17,United Airlines,United Airlines,-500.0,USD,in store,False
pKN4zKB33lux9nvm6RBRS5alJ6ZJd9tXgogvp,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-04-16,McDonald's,McDonald's,12.0,USD,in store,False
oq4arqzBBWh3Jda7DbAbTNx8z5dzpJfv9q9Zp,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-04-16,Starbucks,Starbucks,4.33,USD,in store,False
gnKq8ng55Nt91lm6rwDwTm7v5Po5dEIyD8D64,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-04-15,FUN,SparkFun,89.4,USD,in store,False
Wjvndjx55pfLel7mqdKdI1j783A8gDuBMZM89,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-04-14,,INTRST PYMNT,-4.22,USD,other,False
LKvXWKk55Qu1R3A64LpLHdjG6186p9u38j8mk,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-04-04,United Airlines,United Airlines,500.0,USD,in store,False
agvDMgZ55PCLaBkgZ5R5IWwBqz5qjbIX454Ee,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-04-02,Uber,Uber 072515 SF**POOL**,6.33,USD,online,False
pKN4zKB33lux9nvm6RBRS5alJ6ZJd9tXgogqJ,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-03-30,,Tectra Inc,500.0,USD,in store,False
8MeX3MrkkvTXQjE5olylsvV9zAJzGlFNa3aRz,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-03-29,,AUTOMATIC PAYMENT - THANK,2078.5,USD,online,False
gnKq8ng55Nt91lm6rwDwTm7v5Po5dEIyD8DGM,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-03-29,KFC,KFC,500.0,USD,in store,False
oq4arqzBBWh3Jda7DbAbTNx8z5dzpJfv9q9Pk,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-03-29,,Madison Bicycle Shop,500.0,USD,in store,False
AA8XeAPRR4IdgLbMXaQaHyPeD7wD54CBwrwDw,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-03-20,,CREDIT CARD 3333 PAYMENT *//,25.0,USD,other,False
47NmK7RooptPJBgKk8y8SzLgleRldnum5b5vk,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-03-20,Uber,Uber 063015 SF**POOL**,5.4,USD,online,False
mRdxqRKkkaFz5m7wAbKbcWRkLNDLB5Irjyj7p,bkvn1kMJJwfPMmzJj171Sz6wZrjlrnCm6ydRB,,2025-03-19,,ACH Electronic CreditGUSTO PAY 123456,5850.0,USD,online,False
EmGX1mQ55nUPZdvMQjwjSqA1orBo9Vi6QxQNB,G9vXp9M55Rf7kywpbeReIr6pabe3bgf67rQV8,,2025-03-19,,CD DEPOSIT .INITIAL.,1000.0,USD,other,False
EmGX1mQ55nUPZdvMQjwjSqA1orBo9Vi6QxQMr,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-03-18,,Touchstone Climbing,78.5,USD,in store,False
NzvXGzE55MCpgv3JMo8os4RqJ3ZJP6fVZ6ZGo,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-03-18,United Airlines,United Airlines,-500.0,USD,in store,False
P3vVq3l55jFgrBAmZnLnTPQ9DZdD7VFKd6deK,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-03-17,McDonald's,McDonald's,12.0,USD,in store,False
jyBzAyWllkSq3j6nkbRbUWRV49E4Q3IQ4W479,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-03-17,Starbucks,Starbucks,4.33,USD,in store,False
7Z7kBZKEELFqNaenb868UxKJZWrZjvFwQJQ5r,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-03-16,FUN,SparkFun,89.4,USD,in store,False
G9vXp9M55Rf7kywpbeReIr6o4Pa4ZVCZ9M9vv,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-03-15,,INTRST PYMNT,-4.22,USD,other,False
Wjvndjx55pfLel7mqdKdI1j783A8gDuBMZM5B,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-03-05,United Airlines,United Airlines,500.0,USD,in store,False
eAlnoAp55yIWbxXDQo7osXM4Rm3RzjuxD9Dbn,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-03-03,Uber,Uber 072515 SF**POOL**,6.33,USD,online,False
AA8XeAPRR4IdgLbMXaQaHyPeD7wD54CBwrwkM,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-02-28,,Tectra Inc,500.0,USD,in store,False
bkvn1kMJJwfPMmzJj171Sz6XRKZRgDuBLbLJy,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-02-27,,AUTOMATIC PAYMENT - THANK,2078.5,USD,online,False
nladKlrzzbtkBNE7Rbrbspvl1Ej1MBtJklkXm,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-02-27,KFC,KFC,500.0,USD,in store,False
G9vXp9M55Rf7kywpbeReIr6o4Pa4ZVCZ9M9LR,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-02-27,,Madison Bicycle Shop,500.0,USD,in store,False
nladKlrzzbtkBNE7Rbrbspvl1Ej1MBtJklkR4,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-02-18,,CREDIT CARD 3333 PAYMENT *//,25.0,USD,other,False
QxwyKxq557CWG1k6ZnPnsjm5pVopZbfjomog4,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-02-18,Uber,Uber 063015 SF**POOL**,5.4,USD,online,False
yNL1jN7eeDivZV5A1pzpIKaGMdzM5QCgd6dr6,bkvn1kMJJwfPMmzJj171Sz6wZrjlrnCm6ydRB,,2025-02-17,,ACH Electronic CreditGUSTO PAY 123456,5850.0,USD,online,False
Wjvndjx55pfLel7mqdKdI1j783A8gDuBMZMV9,G9vXp9M55Rf7kywpbeReIr6pabe3bgf67rQV8,,2025-02-17,,CD DEPOSIT .INITIAL.,1000.0,USD,other,False
mRdxqRKkkaFz5m7wAbKbcWRkLNDLB5IrjyjlG,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-02-16,,Touchstone Climbing,78.5,USD,in store,False
ZQXRNQ455psbJ5gZWnxnigGBeaLe8XCxLqLEo,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-02-16,United Airlines,United Airlines,-500.0,USD,in store,False
MrvXAr855RfLjyKXopgpIaG1XzxXgDUmx6xWd,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-02-15,McDonald's,McDonald's,12.0,USD,in store,False
1Nd8GNR11LiDPKVNmQjQfrZQVxjVe1CD7j7k6,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-02-15,Starbucks,Starbucks,4.33,USD,in store,False
LKvXWKk55Qu1R3A64LpLHdjG6186p9u38j8xD,Wjvndjx55pfLel7mqdKdI1jqAkoKkEs6QADdw,,2025-02-14,FUN,SparkFun,89.4,USD,in store,False
bkvn1kMJJwfPMmzJj171Sz6XRKZRgDuBLbLjJ,AA8XeAPRR4IdgLbMXaQaHyPpwvjQvBF9xKdbo,,2025-02-13,,INTRST PYMNT,-4.22,USD,other,False
yNL1jN7eeDivZV5A1pzpIKaGMdzM5QCgd6dZ7,nladKlrzzbtkBNE7RbrbspvnjxRPxmtAMpnaZ,,2025-02-03,United Airlines,United Airlines,500.0,USD,in store,False
