stats_id,user_id,account_id,month_start_date,total_amount,total_transactions,total_spend,total_receive,avg_transaction_value,largest,largest_abs,spending_by_category
stats_76,USR559Pi,CUST_0162,2023-12-01,3916.7,5,0.0,3916.7,783.34,3795.8,3795.8,"{""Hobbies"": 1, ""Transportation"": 1, ""Personal Hygiene"": 1, ""Shopping"": 1, ""Fitness"": 1}"
stats_77,USR559Pi,CUST_0162,2024-01-01,612.86,3,0.0,612.86,204.29,397.87,397.87,"{""Fitness"": 1, ""Housing and Utilities"": 1, ""Hobbies"": 1}"
stats_78,USR559Pi,CUST_0162,2024-02-01,8.18,1,0.0,8.18,8.18,8.18,8.18,"{""Groceries"": 1}"
stats_79,USR559Pi,CUST_0162,2024-03-01,1571.32,7,0.0,1571.32,224.47,1371.15,1371.15,"{""Groceries"": 3, ""Shopping"": 1, ""Hobbies"": 1, ""Travel"": 1, ""Personal Hygiene"": 1}"
stats_80,USR559Pi,CUST_0162,2024-04-01,197.74,1,0.0,197.74,197.74,197.74,197.74,"{""Gifts"": 1}"
stats_81,USR559Pi,CUST_0162,2024-05-01,83.25,1,0.0,83.25,83.25,83.25,83.25,"{""Fitness"": 1}"
stats_82,USR559Pi,CUST_0162,2024-06-01,369.54,1,0.0,369.54,369.54,369.54,369.54,"{""Shopping"": 1}"
stats_83,USR559Pi,CUST_0162,2024-07-01,150.35,2,0.0,150.35,75.18,111.67,111.67,"{""Gifts"": 1, ""Personal Hygiene"": 1}"
stats_84,USR559Pi,CUST_0162,2024-08-01,15977.77,5,0.0,15977.77,3195.55,15343.64,15343.64,"{""Food"": 2, ""Shopping"": 1, ""Hobbies"": 1, ""Medical/Dental"": 1}"
stats_85,USR559Pi,CUST_0162,2024-09-01,92.22,2,0.0,92.22,46.11,83.78,83.78,"{""Food"": 1, ""Personal Hygiene"": 1}"
stats_86,USR559Pi,CUST_0162,2024-10-01,1837.66,3,0.0,1837.66,612.55,1486.33,1486.33,"{""Personal Hygiene"": 1, ""Food"": 1, ""Medical/Dental"": 1}"
stats_87,USR559Pi,CUST_0162,2024-11-01,711.57,2,0.0,711.57,355.78,685.41,685.41,"{""Medical/Dental"": 1, ""Hobbies"": 1}"
stats_88,USR559Pi,CUST_0162,2024-12-01,2852.25,3,0.0,2852.25,950.75,2135.28,2135.28,"{""Personal Hygiene"": 1, ""Groceries"": 1, ""Travel"": 1}"
stats_89,USR559Pi,CUST_0162,2025-01-01,64.44,1,0.0,64.44,64.44,64.44,64.44,"{""Gifts"": 1}"
stats_90,USR200Qr,CUST_0129,2023-01-01,68.95,2,0.0,68.95,34.48,44.84,44.84,"{""Housing and Utilities"": 1, ""Subscriptions"": 1}"
stats_91,USR200Qr,CUST_0129,2023-02-01,89.69,2,0.0,89.69,44.84,80.89,80.89,"{""Transportation"": 1, ""Groceries"": 1}"
stats_92,USR200Qr,CUST_0129,2023-04-01,4438.64,2,0.0,4438.64,2219.32,4394.54,4394.54,"{""Shopping"": 1, ""Travel"": 1}"
stats_93,USR200Qr,CUST_0129,2023-06-01,248.84,2,0.0,248.84,124.42,173.61,173.61,"{""Hobbies"": 1, ""Shopping"": 1}"
stats_94,USR200Qr,CUST_0129,2023-07-01,293.99,2,0.0,293.99,147.0,162.87,162.87,"{""Gifts"": 1, ""Fitness"": 1}"
stats_95,USR200Qr,CUST_0129,2023-08-01,4386.62,4,0.0,4386.62,1096.66,2431.59,2431.59,"{""Shopping"": 1, ""Fitness"": 1, ""Medical/Dental"": 1, ""Gifts"": 1}"
stats_96,USR200Qr,CUST_0129,2023-09-01,47.65,2,0.0,47.65,23.82,33.62,33.62,"{""Housing and Utilities"": 1, ""Groceries"": 1}"
stats_97,USR200Qr,CUST_0129,2023-10-01,909.68,5,0.0,909.68,181.94,367.01,367.01,"{""Gifts"": 2, ""Personal Hygiene"": 1, ""Housing and Utilities"": 1, ""Friend Activities"": 1}"
stats_98,USR200Qr,CUST_0129,2023-11-01,253.41,2,0.0,253.41,126.7,166.79,166.79,"{""Housing and Utilities"": 1, ""Medical/Dental"": 1}"
stats_99,USR200Qr,CUST_0129,2023-12-01,2645.81,5,0.0,2645.81,529.16,2520.97,2520.97,"{""Personal Hygiene"": 2, ""Gifts"": 1, ""Housing and Utilities"": 1, ""Groceries"": 1}"
stats_100,USR200Qr,CUST_0129,2024-01-01,59.52,1,0.0,59.52,59.52,59.52,59.52,"{""Housing and Utilities"": 1}"
stats_101,USR200Qr,CUST_0129,2024-02-01,774.99,3,0.0,774.99,258.33,477.9,477.9,"{""Personal Hygiene"": 1, ""Medical/Dental"": 1, ""Gifts"": 1}"
stats_102,USR200Qr,CUST_0129,2024-03-01,115.93,3,0.0,115.93,38.64,85.2,85.2,"{""Friend Activities"": 1, ""Hobbies"": 1, ""Transportation"": 1}"
stats_103,USR200Qr,CUST_0129,2024-04-01,432.13,2,0.0,432.13,216.06,379.35,379.35,"{""Gifts"": 1, ""Hobbies"": 1}"
stats_104,USR200Qr,CUST_0129,2024-05-01,66.54,1,0.0,66.54,66.54,66.54,66.54,"{""Transportation"": 1}"
stats_105,USR200Qr,CUST_0129,2024-07-01,317.94,1,0.0,317.94,317.94,317.94,317.94,"{""Shopping"": 1}"
stats_106,USR200Qr,CUST_0129,2024-08-01,116376.53,4,0.0,116376.53,29094.13,116051.83,116051.83,"{""Subscriptions"": 1, ""Personal Hygiene"": 1, ""Medical/Dental"": 1, ""Shopping"": 1}"
stats_107,USR200Qr,CUST_0129,2024-09-01,420.13,1,0.0,420.13,420.13,420.13,420.13,"{""Transportation"": 1}"
stats_108,USR200Qr,CUST_0129,2024-10-01,139740.36,2,0.0,139740.36,69870.18,137850.83,137850.83,"{""Shopping"": 1, ""Housing and Utilities"": 1}"
stats_109,USR200Qr,CUST_0129,2024-11-01,1190.06,3,0.0,1190.06,396.69,630.56,630.56,"{""Shopping"": 1, ""Fitness"": 1, ""Food"": 1}"
stats_110,USR200Qr,CUST_0129,2024-12-01,638.31,2,0.0,638.31,319.15,373.6,373.6,"{""Medical/Dental"": 1, ""Friend Activities"": 1}"
stats_111,USR200Qr,CUST_0129,2025-01-01,882.97,2,0.0,882.97,441.48,464.17,464.17,"{""Gifts"": 2}"
stats_112,USR674rM,CUST_0071,2023-01-01,46092.78,2,0.0,46092.78,23046.39,45596.39,45596.39,"{""Medical/Dental"": 1, ""Shopping"": 1}"
stats_113,USR674rM,CUST_0071,2023-03-01,1009.2,6,0.0,1009.2,168.2,354.95,354.95,"{""Travel"": 2, ""Groceries"": 1, ""Medical/Dental"": 1, ""Friend Activities"": 1, ""Subscriptions"": 1}"
stats_114,USR674rM,CUST_0071,2023-04-01,120.62,2,0.0,120.62,60.31,63.92,63.92,"{""Medical/Dental"": 1, ""Hobbies"": 1}"
stats_115,USR674rM,CUST_0071,2023-05-01,443.32,3,0.0,443.32,147.77,378.96,378.96,"{""Shopping"": 1, ""Transportation"": 1, ""Personal Hygiene"": 1}"
stats_116,USR674rM,CUST_0071,2023-06-01,172.23,2,0.0,172.23,86.12,137.17,137.17,"{""Transportation"": 1, ""Hobbies"": 1}"
stats_117,USR674rM,CUST_0071,2023-07-01,44.69,2,0.0,44.69,22.34,30.05,30.05,"{""Transportation"": 1, ""Groceries"": 1}"
stats_118,USR674rM,CUST_0071,2023-08-01,885.39,2,0.0,885.39,442.7,776.04,776.04,"{""Personal Hygiene"": 1, ""Friend Activities"": 1}"
stats_119,USR674rM,CUST_0071,2023-09-01,29.15,2,0.0,29.15,14.58,23.33,23.33,"{""Subscriptions"": 1, ""Food"": 1}"
stats_120,USR674rM,CUST_0071,2023-10-01,14.71,1,0.0,14.71,14.71,14.71,14.71,"{""Subscriptions"": 1}"
stats_121,USR674rM,CUST_0071,2023-11-01,1533.0,5,0.0,1533.0,306.6,1019.48,1019.48,"{""Groceries"": 1, ""Medical/Dental"": 1, ""Shopping"": 1, ""Food"": 1, ""Housing and Utilities"": 1}"
stats_122,USR674rM,CUST_0071,2023-12-01,2664.08,4,0.0,2664.08,666.02,2125.94,2125.94,"{""Housing and Utilities"": 1, ""Food"": 1, ""Friend Activities"": 1, ""Shopping"": 1}"
stats_123,USR674rM,CUST_0071,2024-01-01,5535.33,1,0.0,5535.33,5535.33,5535.33,5535.33,"{""Housing and Utilities"": 1}"
stats_124,USR674rM,CUST_0071,2024-02-01,48.38,2,0.0,48.38,24.19,33.51,33.51,"{""Travel"": 1, ""Subscriptions"": 1}"
stats_125,USR674rM,CUST_0071,2024-03-01,5.66,1,0.0,5.66,5.66,5.66,5.66,"{""Food"": 1}"
stats_126,USR674rM,CUST_0071,2024-04-01,326.21,1,0.0,326.21,326.21,326.21,326.21,"{""Gifts"": 1}"
stats_127,USR674rM,CUST_0071,2024-05-01,176.84,2,0.0,176.84,88.42,99.67,99.67,"{""Housing and Utilities"": 1, ""Friend Activities"": 1}"
stats_128,USR674rM,CUST_0071,2024-06-01,241.85,3,0.0,241.85,80.62,141.98,141.98,"{""Hobbies"": 1, ""Personal Hygiene"": 1, ""Groceries"": 1}"
stats_129,USR674rM,CUST_0071,2024-07-01,513.83,4,0.0,513.83,128.46,387.25,387.25,"{""Gifts"": 1, ""Shopping"": 1, ""Medical/Dental"": 1, ""Groceries"": 1}"
stats_130,USR674rM,CUST_0071,2024-08-01,196.45,1,0.0,196.45,196.45,196.45,196.45,"{""Shopping"": 1}"
stats_131,USR674rM,CUST_0071,2024-09-01,60.16,1,0.0,60.16,60.16,60.16,60.16,"{""Housing and Utilities"": 1}"
stats_132,USR674rM,CUST_0071,2024-10-01,1412.65,1,0.0,1412.65,1412.65,1412.65,1412.65,"{""Travel"": 1}"
stats_133,USR674rM,CUST_0071,2024-11-01,1196.63,5,0.0,1196.63,239.33,584.24,584.24,"{""Gifts"": 1, ""Groceries"": 1, ""Personal Hygiene"": 1, ""Food"": 1, ""Medical/Dental"": 1}"
stats_134,USR674rM,CUST_0071,2024-12-01,385.25,3,0.0,385.25,128.42,316.16,316.16,"{""Groceries"": 2, ""Personal Hygiene"": 1}"
stats_135,USR240hY,CUST_0165,2023-02-01,1050.68,4,0.0,1050.68,262.67,743.03,743.03,"{""Fitness"": 2, ""Medical/Dental"": 1, ""Subscriptions"": 1}"
stats_136,USR240hY,CUST_0165,2023-03-01,168.47,2,0.0,168.47,84.24,132.76,132.76,"{""Fitness"": 2}"
stats_137,USR240hY,CUST_0165,2023-05-01,523.28,4,0.0,523.28,130.82,314.75,314.75,"{""Medical/Dental"": 2, ""Groceries"": 1, ""Hobbies"": 1}"
stats_138,USR240hY,CUST_0165,2023-06-01,3119.09,3,0.0,3119.09,1039.7,3075.97,3075.97,"{""Friend Activities"": 1, ""Personal Hygiene"": 1, ""Housing and Utilities"": 1}"
stats_139,USR240hY,CUST_0165,2023-07-01,13.2,1,0.0,13.2,13.2,13.2,13.2,"{""Personal Hygiene"": 1}"
stats_140,USR240hY,CUST_0165,2023-08-01,172.45,3,0.0,172.45,57.48,112.99,112.99,"{""Personal Hygiene"": 2, ""Hobbies"": 1}"
stats_141,USR240hY,CUST_0165,2023-09-01,64.3,1,0.0,64.3,64.3,64.3,64.3,"{""Subscriptions"": 1}"
stats_142,USR240hY,CUST_0165,2023-10-01,5345.58,2,0.0,5345.58,2672.79,5320.17,5320.17,"{""Food"": 1, ""Housing and Utilities"": 1}"
stats_143,USR240hY,CUST_0165,2023-12-01,795.13,2,0.0,795.13,397.56,756.74,756.74,"{""Shopping"": 1, ""Housing and Utilities"": 1}"
stats_144,USR240hY,CUST_0165,2024-01-01,149.26,1,0.0,149.26,149.26,149.26,149.26,"{""Travel"": 1}"
stats_145,USR240hY,CUST_0165,2024-02-01,133854.06,2,0.0,133854.06,66927.03,133788.47,133788.47,"{""Subscriptions"": 1, ""Shopping"": 1}"
stats_146,USR240hY,CUST_0165,2024-03-01,394.02,2,0.0,394.02,197.01,371.29,371.29,"{""Transportation"": 1, ""Food"": 1}"
stats_147,USR240hY,CUST_0165,2024-04-01,4775.63,1,0.0,4775.63,4775.63,4775.63,4775.63,"{""Housing and Utilities"": 1}"
stats_148,USR240hY,CUST_0165,2024-05-01,129.69,3,0.0,129.69,43.23,100.56,100.56,"{""Hobbies"": 1, ""Housing and Utilities"": 1, ""Food"": 1}"
stats_149,USR240hY,CUST_0165,2024-06-01,806.2,3,0.0,806.2,268.73,612.63,612.63,"{""Subscriptions"": 1, ""Gifts"": 1, ""Transportation"": 1}"
stats_150,USR240hY,CUST_0165,2024-07-01,3858.54,4,0.0,3858.54,964.64,3711.92,3711.92,"{""Housing and Utilities"": 2, ""Food"": 1, ""Groceries"": 1}"
stats_151,USR240hY,CUST_0165,2024-08-01,36.07,1,0.0,36.07,36.07,36.07,36.07,"{""Travel"": 1}"
stats_152,USR240hY,CUST_0165,2024-09-01,632.03,2,0.0,632.03,316.02,430.14,430.14,"{""Fitness"": 1, ""Travel"": 1}"
stats_153,USR240hY,CUST_0165,2024-10-01,892.57,3,0.0,892.57,297.52,699.83,699.83,"{""Shopping"": 1, ""Friend Activities"": 1, ""Housing and Utilities"": 1}"
stats_154,USR240hY,CUST_0165,2025-01-01,615.7,2,0.0,615.7,307.85,378.97,378.97,"{""Travel"": 2}"
stats_155,USR778Dk,CUST_0147,2023-01-01,837.52,5,0.0,837.52,167.5,535.51,535.51,"{""Fitness"": 3, ""Housing and Utilities"": 1, ""Transportation"": 1}"
stats_156,USR778Dk,CUST_0147,2023-02-01,534.1,1,0.0,534.1,534.1,534.1,534.1,"{""Medical/Dental"": 1}"
stats_157,USR778Dk,CUST_0147,2023-04-01,246.26,1,0.0,246.26,246.26,246.26,246.26,"{""Shopping"": 1}"
stats_158,USR778Dk,CUST_0147,2023-05-01,584.07,4,0.0,584.07,146.02,207.54,207.54,"{""Medical/Dental"": 2, ""Friend Activities"": 2}"
stats_159,USR778Dk,CUST_0147,2023-06-01,5152.74,3,0.0,5152.74,1717.58,5034.38,5034.38,"{""Housing and Utilities"": 1, ""Gifts"": 1, ""Shopping"": 1}"
stats_160,USR778Dk,CUST_0147,2023-07-01,247.86,1,0.0,247.86,247.86,247.86,247.86,"{""Friend Activities"": 1}"
stats_161,USR778Dk,CUST_0147,2023-08-01,143.96,1,0.0,143.96,143.96,143.96,143.96,"{""Food"": 1}"
stats_162,USR778Dk,CUST_0147,2023-09-01,26.09,1,0.0,26.09,26.09,26.09,26.09,"{""Personal Hygiene"": 1}"
stats_163,USR778Dk,CUST_0147,2023-10-01,673.39,2,0.0,673.39,336.7,526.45,526.45,"{""Shopping"": 1, ""Gifts"": 1}"
stats_164,USR778Dk,CUST_0147,2023-11-01,343.26,2,0.0,343.26,171.63,329.38,329.38,"{""Subscriptions"": 1, ""Shopping"": 1}"
stats_165,USR778Dk,CUST_0147,2023-12-01,34.86,1,0.0,34.86,34.86,34.86,34.86,"{""Food"": 1}"
stats_166,USR778Dk,CUST_0147,2024-01-01,4722.69,2,0.0,4722.69,2361.34,4590.11,4590.11,"{""Housing and Utilities"": 1, ""Hobbies"": 1}"
stats_167,USR778Dk,CUST_0147,2024-03-01,18.56,1,0.0,18.56,18.56,18.56,18.56,"{""Personal Hygiene"": 1}"
stats_168,USR778Dk,CUST_0147,2024-04-01,2207.99,5,0.0,2207.99,441.6,739.88,739.88,"{""Medical/Dental"": 2, ""Shopping"": 1, ""Fitness"": 1, ""Food"": 1}"
stats_169,USR778Dk,CUST_0147,2024-05-01,3495.82,4,0.0,3495.82,873.96,3348.83,3348.83,"{""Subscriptions"": 1, ""Transportation"": 1, ""Hobbies"": 1, ""Housing and Utilities"": 1}"
stats_170,USR778Dk,CUST_0147,2024-06-01,556.82,1,0.0,556.82,556.82,556.82,556.82,"{""Travel"": 1}"
stats_171,USR778Dk,CUST_0147,2024-07-01,52249.94,1,0.0,52249.94,52249.94,52249.94,52249.94,"{""Shopping"": 1}"
